"Code","Pen","System","Trial","Sampling_time","Sampling_date","Chicken_body_weight","TBARS","Salmonella","Campylobacter","Clostridium","Cortisol","FPD","Haptoglobin","CRP","LPS","Observations","Comments","Treatment","Sex","Replicate","Breed","Crypt_depth_caecum","Acidic_goblet_cell_number_caecum","Mixed_goblet_cell_number_caecum","Total_goblet_cell_number_caecum","Acidic_goblet_cell_density_caecum","Mixed_goblet_cell_density_caecum","Total_goblet_cell_density_caecum","Acetic_acid_caecum","Propionic_acid_caecum","i.Butyric_acid_caecum","n.Butyric_acid_caecum","i.Valeric_acid_caecum","n.Valeric_acid_caecum","Total_SCFAs_caecum","Total_branch_chain_fatty_acids_caecum","Putrescin_caecum","Histamin_caecum","Cadaverin_caecum","Spermidin_caecum","Tyramin_caecum","Spermin_caecum","Gesamtamine_caecum","L.Laktat_caecum","D.Laktat_caecum","Total_lactate_caecum","L.D_lactic_ratio_caecum","Ammonium_caecum","Acetic.totalFA_ratio_caecum","Propionic.totalFA_ratio","iButyric.totalFA_ratio_caecum","nButyric.totalFA_ratio_caecum","iValeria.totalFA_ratio_caecum","nValeric.totalFA_ratio_caecum","IL1_caecum","IL2_caecum","IL4_caecum","IL6_caecum","IL8_caecum","IL10_caecum","IL12_caecum","IL17_caecum","IL18_caecum","TNFa_caecum","IFNg_caecum","TGFb_caecum","MUC2_caecum","CLN5_caecum","Villi_height_ileum","Villi_width_ileum","Crypt_depth_ileum","VH.CD_ratio_ileum","Epithelial_area_ileum","Acidic_goblet_cell_number_ileum","Mixed_goblet_cell_number","Total_goblet_cell_number_ileum","Acidic_goblet_cell_density_ileum","Mixed_goblet_cell_density_ileum","Total_goblet_cell_density_ileum","Acetic_acid_ileum","Propionic_acid_ileum","i.Butyric_acid_ileum","n.Butyric_acid_ileum","i.Valeric_acid_ileum","n.Valeric_acid_ileum","Total_SCFAs_ileum","Total_branch_chain_fatty_acids_ileum","Putrescin_ileum","Histamin_ileum","Cadaverin_ileum","Spermidin_ileum","Tyramin_ileum","Spermin_ileum","Gesamtamine_ileum","L.Laktat_ileum","D.Laktat_ileum","Total_lactate_ileum","L.D_lactic_ratio_ileum","Ammonium_ileum","Acetic.totalFA_ratio_ileum","Propionic.totalFA_ratio_ileum","iButyric.totalFA_ratio_ileum","nButyric.totalFA_ratio_ileum","iValeria.totalFA_ratio_ileum","nValeric.totalFA_ratio_ileum","IL1_ileum","IL2_ileum","IL4_ileum","IL6_ileum","IL8_ileum","IL10_ileum","IL12_ileum","IL17_ileum","IL18_ileum","TNFa_ileum","IFNg_ileum","TGFb_ileum","MUC2_ileum","CLN5_ileum"
"CA02.02","CA02","Chicken","CA","Day 7","11/02/2019",183.2,NA,"-","-","-",7.89,NA,18.4,0.51,5.84,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA02.03","CA02","Chicken","CA","Day 7","11/02/2019",156.6,NA,"NS","NS","NS",6.96,NA,21.79,0,9.51,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-3.19,-5.006,-4.449,-5.315,-2.895,-6.579,-4.598,-3.588,-3.002,-3.233,-3.097,-1.489,-0.73,-2.146,357.5555556,142.3333333,108.8888889,3.283673469,50.89207407,5.005777778,89.74644444,94.75222222,"1.4",25.1,26.5,1.88459,0.027,0.0902,0,0.0175,0.0197,2.0389512,0.107645,0.0179,0,NA,0.0537,0,0.0119,0.973034014,37.79876682,15.70927847,53.50804529,0.415602936,3.092299231,0.924293823,0.0133,0.0442,0,0.00856,0.00966,0.144,-0.379,0.236,-2.717,-5.172,-1.917,-4.378,-1.906,-5.945,-4.085,-2.49,-3.101,-2.862,-1.917
"CA02.04","CA02","Chicken","CA","Day 7","12/02/2019",239.6,NA,"-","-","-",8.88,NA,17.68,0.65,7.34,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA02.05","CA02","Chicken","CA","Day 7","12/02/2019",216,NA,"-","-","-",6.48,NA,36.64,0.43,7.58,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA02.06","CA02","Chicken","CA","Day 7","12/02/2019",226.2,NA,"-","-","-",6.85,NA,27.15,0,7.34,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA02.07","CA02","Chicken","CA","Day 21","25/02/2019",723,NA,"-","-","-",7.57,NA,40.06,0,7.98,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA02.08","CA02","Chicken","CA","Day 21","25/02/2019",695.2,NA,"-","-","-",9.88,NA,39.76,0,7.31,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA02.09","CA02","Chicken","CA","Day 21","25/02/2019",898.6,NA,"-","-","-",7,NA,31.76,0,10.45,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA02.10","CA02","Chicken","CA","Day 21","26/02/2019",891.6,NA,"-","-","-",8.88,NA,39.11,0.1,12.94,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA02.11","CA02","Chicken","CA","Day 21","26/02/2019",883.2,NA,"-","-","-",9.29,NA,31.87,0,7.87,"","","CO","Female","R1","Ross",279.6,8.8,10.9,19.7,3.175909399,3.965381929,7.141291328,107.4425063,6.632546287,0.834212958,18.26057633,"0.335482226",0.795700767,134.3010248,1.169695184,NA,NA,NA,NA,NA,NA,NA,0.00585,0.00576,0.0116,0.984375,NA,0.800012557,0.0494,0.00621,0.135967513,0.0025,0.00592,-2.157,-5.335,-3.523,-5.335,-2.607,-5.774,-4.451,-3.372,-2.824,-2.866,-2.328,-0.904,-1.366,-2.269,609.5555556,127.4444444,170.8888889,3.566970091,77.68446914,12.19111111,130.7158025,142.9069136,"2",21.44444444,23.44444444,1.32389,0.0244,0.0526,0,0,0.00935,1.41025425,0.0526,0.00506,0,0.00506,0.0101,0,0.00506,0.0253,4.517637693,0.54867851,5.066316202,0.121452526,1.403178239,0.938759802,0.0173,0.0373,0,0,0.00663,-1.21,-4.248,-1.983,-4.375,-2.096,-4.132,-2.499,-2.201,-1.262,-2.023,-0.426,1.571,1.853,-0.164
"CA02.12","CA02","Chicken","CA","Day 21","26/02/2019",998.2,NA,"-","-","-",6.5,NA,40.16,0,6.76,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA02.13","CA02","Chicken","CA","Day 35","11/03/2019",2191.6,NA,"-","-","-",22.86,NA,51.88,0.87,15.67,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA02.14","CA02","Chicken","CA","Day 35","11/03/2019",2221.8,NA,"-","-","-",10.96,NA,45.84,0.73,14.75,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA02.15","CA02","Chicken","CA","Day 35","12/03/2019",2366.8,NA,"-","-","-",7.74,NA,93.19,0.62,15.33,"","","CO","Female","R1","Ross",273.505,5.571428571,13.57142857,19.14285714,4.887218045,11.9047619,16.79197995,65.08389559,2.62511083,1.38019298,12.41051351,"0.931245805",0.553155891,82.9841146,1.322628512,0.0406,0,0.0355,1.079875672,0.0456,0.0304,1.231970837,1.336437209,0.00828,1.344712362,0.00619,12.32250886,0.786534986,0.034,0.00952,0.153181925,0.0103,0.00654,-2.749,-4.049,-3.655,-5.807,-1.487,-4.582,-3.003,-2.172,-1.872,-3.162,-1.924,-0.727,-0.804,-1.584,611.603,156.592,175.638,3.482179255,95.77213698,NA,NA,NA,"2.25",20.75,23,0.371663887,0,0,0,0,0.013,0.384670836,0,0,0,0,0.00516,0.134099862,0.00516,0.144415236,70.03928405,18.07876126,88.1180453,0.258123159,2.602276941,0.966186809,0,0,0,0,0.0338,-2.89,-5.108,-3.962,-6.325,-3.605,-5.486,-3.602,-4.037,-2.798,-3.522,-2.994,-0.968,0.2,-2.068
"CA02.16","CA02","Chicken","CA","Day 35","12/03/2019",2204.4,NA,"-","-","-",8.55,NA,47.26,0.58,15,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA02.17","CA02","Chicken","CA","Day 35","13/03/2019",2009.2,NA,"-","-","-",8.98,NA,109.31,0.65,16.19,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA02.18","CA02","Chicken","CA","Day 35","13/03/2019",2431.6,NA,"-","-","-",8.08,NA,46.19,0.66,16.45,"","","CO","Female","R1","Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA03.01","CA03","Chicken","CA","Day 7","11/02/2019",166.8,NA,"-","-","-",9.35,NA,15.47,25.84,8.66,"","","CO","Female","R1","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-3.074,-4.933,-4.243,-5.211,-3.166,-4.858,-4.521,-3.906,-2.883,-3.281,-3.247,-1.392,-0.541,-2.118,406.7,125.4,105.9,3.840415486,51.00018,10.39344444,77.72488889,88.11833333,"2.555555556",19.11111111,21.66666667,2.75066,0.0526,0.108188,0,0.0183,0.0272,2.9568787,0.1264841,0.0209,0,NA,0.0418,0,0.0105,0.527885295,41.47854063,23.71690265,65.19544328,0.571787298,3.734712116,0.930257978,0.0178,0.0366,0,0.00619,0.00919,-0.045,-0.023,0.068,-3.769,-5.676,-2.446,-5.4,-3.632,-6.235,-4.532,-4.338,-3.047,-3.144,-2.446
"CA03.02","CA03","Chicken","CA","Day 7","11/02/2019",192.8,NA,"-","-","-",6.6,NA,22.6,0.1,8.63,"","","CO","Female","R1","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA03.03","CA03","Chicken","CA","Day 7","11/02/2019",157.4,NA,"NS","NS","NS",7.48,NA,40.81,1.34,5.61,"","","CO","Female","R1","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA03.04","CA03","Chicken","CA","Day 7","12/02/2019",243.8,NA,"-","-","-",14.23,NA,15.66,0.76,13.49,"","","CO","Female","R1","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA03.05","CA03","Chicken","CA","Day 7","12/02/2019",210.8,NA,"-","-","-",8.82,NA,423.68,0.06,10.03,"","","CO","Female","R1","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA03.06","CA03","Chicken","CA","Day 7","12/02/2019",201.4,NA,"-","-","-",7.78,NA,29.3,4.35,6.37,"","","CO","Female","R1","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA03.07","CA03","Chicken","CA","Day 21","25/02/2019",920.2,NA,"-","-","-",6.64,NA,34.19,0,7.53,"","","CO","Female","R1","Cobb",279.4,10.7,17.6,28.3,3.751489816,6.372038052,10.12352787,79.87919415,4.241874067,0.546872201,19.34700681,"0.133728734",0.74328897,104.8919649,0.680600935,NA,NA,NA,NA,NA,NA,NA,0.039,0.0471,0.0862,1.206989247,NA,0.76153778,0.0404,0.00521,0.184446986,0.00127,0.00709,-2.151,-5.485,-3.694,-5.297,-2.641,-6.213,-4.279,-3.488,-2.81,-2.538,-2.606,-0.733,-1.142,-1.79,580,102.8,152.9,3.793328973,59.624,26.68,73.08,99.76,"4.6",12.6,17.2,1.04167,0.0196,0.0291,0,0.0257,0,1.1160195,0.0548,0.0255,0,0.0204,0.0255,0,0.0204,0.092,5.043407807,0.136422206,5.179830013,0.027,2.511715692,0.933379748,0.0175,0.026,0,0.023,0,-1.123,-4.311,-1.858,-4.228,-2.285,-4.322,-2.395,-2.515,-1.462,-1.694,-0.604,1.792,1.783,-0.141
"CA03.08","CA03","Chicken","CA","Day 21","25/02/2019",964.4,NA,"-","-","-",7.36,NA,32.41,0,7.98,"","","CO","Female","R1","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA03.09","CA03","Chicken","CA","Day 21","25/02/2019",1018,NA,"-","-","-",7.47,NA,33.68,0,11.35,"","","CO","Female","R1","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA03.10","CA03","Chicken","CA","Day 21","26/02/2019",1082,NA,"-","-","-",9.15,NA,34.14,0,6.42,"","","CO","Female","R1","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA03.11","CA03","Chicken","CA","Day 21","26/02/2019",930.2,NA,"-","-","-",6.07,NA,38.49,0,12.48,"","","CO","Female","R1","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA03.12","CA03","Chicken","CA","Day 21","26/02/2019",1049.4,NA,"-","-","-",6.92,NA,45.86,0.31,5.76,"","","CO","Female","R1","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA03.13","CA03","Chicken","CA","Day 35","11/03/2019",1966.6,NA,"-","-","-",8.88,NA,52.35,0.46,14.91,"","","CO","Female","R1","Cobb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CA03.14","CA03","Chicken","CA","Day 35","11/03/2019",2164,NA,"-","-","-",9.19,NA,53.65,0.52,15.76,"","","CO","Female","R1","Cobb",333.522,7,13.83333333,20.83333333,2.313284865,4.571491518,6.884776382,67.70017013,8.456764633,0.828884949,23.79683782,"0.712291756",0.778581372,102.2735307,2.454197451,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.653218524,0.0875,0.008,0.235632918,0.00847,0.00714,-2.717,-4.143,-3.772,-4.085,-1.815,-4.923,-3.57,-2.97,-1.905,-3.55,-2.215,-0.952,-0.825,-1.666,569.165,133.78,159.081,3.577831419,76.1428937,13.34115659,113.7174776,127.0586342,"2.1",17.9,20,1.535777542,0.0787,0,0,0,0.031,1.645501469,0,0.0254,0.0406,0.0102,0.0812,0,0.0254,0.182773491,83.34094237,30.7498167,114.0907591,0.368964111,2.200161118,0.933318852,0.0478,0,0,0,0.0189,-2.736,-5.226,-3.736,-4.811,-3.614,-5.463,-3.541,-4.909,-2.536,-3.664,-2.654,-1.027,0.402,-2.056
